instrument_id,isin,symbol,resolution_status
NSE-ISIN:INE429E01023,INE429E01023,SAFARI,CERTIFIED
NSE-ISIN:INE976T01013,INE976T01013,SAGARDEEP,CERTIFIED
NSE-ISIN:INE229C01013,INE229C01013,SAGCEM,CERTIFIED
NSE-ISIN:INE229C01021,INE229C01021,SAGCEM,CERTIFIED
NSE-ISIN:INE0W2G01015,INE0W2G01015,SAGILITY,CERTIFIED
NSE-ISIN:INE035801013,INE035801013,AERONEU,CERTIFIED
NSE-ISIN:INE861D01011,INE861D01011,SAHLIBHFI,CERTIFIED
NSE-ISIN:INE586G01017,INE586G01017,GULFPETRO,CERTIFIED
NSE-ISIN:INE280H01015,INE280H01015,SAHYADRI,CERTIFIED
NSE-ISIN:INE531X01018,INE531X01018,SAICAPI,CERTIFIED
NSE-ISIN:INE114A01011,INE114A01011,SAIL,CERTIFIED
NSE-ISIN:INE570L01029,INE570L01029,SAILIFE,CERTIFIED
NSE-ISIN:INE0H9F01037,INE0H9F01037,SAIPARENT,CERTIFIED
NSE-ISIN:INE732S01012,INE732S01012,SAKAR,CERTIFIED
NSE-ISIN:INE623A01011,INE623A01011,SAKHTISUG,CERTIFIED
NSE-ISIN:INE667G01015,INE667G01015,SAKSOFT,CERTIFIED
NSE-ISIN:INE667G01023,INE667G01023,SAKSOFT,CERTIFIED
NSE-ISIN:INE190H01016,INE190H01016,SAKUMA,CERTIFIED
NSE-ISIN:INE190H01024,INE190H01024,SAKUMA,CERTIFIED
NSE-ISIN:INE170V01019,INE170V01019,SALASAR,CERTIFIED
NSE-ISIN:INE170V01027,INE170V01027,SALASAR,CERTIFIED
NSE-ISIN:INE498E01010,INE498E01010,SALONA,CERTIFIED
NSE-ISIN:INE498E01010,INE498E01010,SALONACOT,CERTIFIED
NSE-ISIN:INE924A01013,INE924A01013,SALORAINTL,CERTIFIED
NSE-ISIN:INE658G01014,INE658G01014,SALSTEEL,CERTIFIED
NSE-ISIN:INE457F01013,INE457F01013,SALZERELEC,CERTIFIED
NSE-ISIN:INE304D01012,INE304D01012,SAMBANDAM,CERTIFIED
NSE-ISIN:INE699B01027,INE699B01027,SAMBHAAV,CERTIFIED
NSE-ISIN:INE12NJ01018,INE12NJ01018,SAMBHV,CERTIFIED
NSE-ISIN:INE08U801020,INE08U801020,SAMHI,CERTIFIED
NSE-ISIN:INE148I01020,INE148I01020,SAMMAANCAP,CERTIFIED
NSE-ISIN:INE735M01018,INE735M01018,SAMPANN,CERTIFIED
NSE-ISIN:INE381A01016,INE381A01016,SAMTEL,CERTIFIED
NSE-ISIN:INE0JPD01013,INE0JPD01013,SANATHAN,CERTIFIED
NSE-ISIN:INE782L01012,INE782L01012,SANCO,CERTIFIED
NSE-ISIN:INE583B01015,INE583B01015,SANDESH,CERTIFIED
NSE-ISIN:INE278H01035,INE278H01035,SANDHAR,CERTIFIED
NSE-ISIN:INE149K01016,INE149K01016,SANDUMA,CERTIFIED
NSE-ISIN:INE495C01010,INE495C01010,SANGAMIND,CERTIFIED
NSE-ISIN:INE999B01013,INE999B01013,SANGHIIND,CERTIFIED
NSE-ISIN:INE146A01013,INE146A01013,SANGHIPOLY,CERTIFIED
NSE-ISIN:INE263L01013,INE263L01013,SANGHVIFOR,CERTIFIED
NSE-ISIN:INE989A01024,INE989A01024,SANGHVIMOV,CERTIFIED
NSE-ISIN:INE989A01032,INE989A01032,SANGHVIMOV,CERTIFIED
NSE-ISIN:INE753W01010,INE753W01010,SANGINITA,CERTIFIED
NSE-ISIN:INE058A01010,INE058A01010,SANOFI,CERTIFIED
NSE-ISIN:INE0UOS01011,INE0UOS01011,SANOFICONR,CERTIFIED
NSE-ISIN:INE953O01021,INE953O01021,SANSERA,CERTIFIED
NSE-ISIN:INE08NE01025,INE08NE01025,SANSTAR,CERTIFIED
NSE-ISIN:INE890C01046,INE890C01046,SANWARIA,CERTIFIED
NSE-ISIN:INE806T01020,INE806T01020,SAPPHIRE,CERTIFIED
NSE-ISIN:INE185C01017,INE185C01017,SAPPL,CERTIFIED
NSE-ISIN:INE385C01013,INE385C01013,SARDAEN,CERTIFIED
NSE-ISIN:INE385C01021,INE385C01021,SARDAEN,CERTIFIED
NSE-ISIN:INE979A01017,INE979A01017,SAREGAMA,CERTIFIED
NSE-ISIN:INE979A01025,INE979A01025,SAREGAMA,CERTIFIED
NSE-ISIN:INE453D01017,INE453D01017,SARLAPOLY,CERTIFIED
NSE-ISIN:INE453D01025,INE453D01025,SARLAPOLY,CERTIFIED
NSE-ISIN:INE074H01012,INE074H01012,SARTHAKIND,CERTIFIED
NSE-ISIN:INE324X01026,INE324X01026,SARVESHWAR,CERTIFIED
NSE-ISIN:INE231F01020,INE231F01020,SASKEN,CERTIFIED
NSE-ISIN:INE019J01013,INE019J01013,HEALTHX,CERTIFIED
NSE-ISIN:INE176C01016,INE176C01016,SATHAISPAT,CERTIFIED
NSE-ISIN:INE176C01016,INE176C01016,SATHAISPAT,CERTIFIED
NSE-ISIN:INE170E01023,INE170E01023,SATIA,CERTIFIED
NSE-ISIN:INE836B01017,INE836B01017,SATIN,CERTIFIED
NSE-ISIN:INE065D01027,INE065D01027,AEROENTER,CERTIFIED
NSE-ISIN:INE080B01012,INE080B01012,KOHINOOR,CERTIFIED
NSE-ISIN:INE275A01028,INE275A01028,SATYAMCOMP,CERTIFIED
NSE-ISIN:INE626A01014,INE626A01014,SAURASHCEM,CERTIFIED
NSE-ISIN:INE104E01014,INE104E01014,SAVERA,CERTIFIED
NSE-ISIN:INE318C01014,INE318C01014,SAYAJIHOTL,CERTIFIED
NSE-ISIN:INE327G01032,INE327G01032,SAYAJIIND,CERTIFIED
NSE-ISIN:INE465B01015,INE465B01015,SB&TINTL,CERTIFIED
NSE-ISIN:INE648A01026,INE648A01026,SBBJ,CERTIFIED
NSE-ISIN:INE04AK01028,INE04AK01028,SBC,CERTIFIED
NSE-ISIN:INE386D01027,INE386D01027,SBCL,CERTIFIED
NSE-ISIN:INE423Y01016,INE423Y01016,SBFC,CERTIFIED
NSE-ISIN:INE05ST01028,INE05ST01028,SBGLP,CERTIFIED
NSE-ISIN:INE018E01016,INE018E01016,SBICARD,CERTIFIED
NSE-ISIN:INE640G01020,INE640G01020,SBIFUNDS,CERTIFIED
NSE-ISIN:INE123W01016,INE123W01016,SBILIFE,CERTIFIED
NSE-ISIN:INE062A01012,INE062A01012,SBIN,CERTIFIED
NSE-ISIN:INE062A01020,INE062A01020,SBIN,CERTIFIED
NSE-ISIN:INE654A01024,INE654A01024,SBT,CERTIFIED
NSE-ISIN:INE692G01013,INE692G01013,CAMBRIDGE,CERTIFIED
NSE-ISIN:INE099G01011,INE099G01011,SCANSTL,CERTIFIED
NSE-ISIN:INE224E01036,INE224E01036,GATECHDVR,CERTIFIED
NSE-ISIN:INE513A01014,INE513A01014,SCHAEFFLER,CERTIFIED
NSE-ISIN:INE513A01022,INE513A01022,SCHAEFFLER,CERTIFIED
NSE-ISIN:INE807K01035,INE807K01035,SCHAND,CERTIFIED
NSE-ISIN:INE839M01018,INE839M01018,SCHNEIDER,CERTIFIED
NSE-ISIN:INE109A01011,INE109A01011,SCI,CERTIFIED
NSE-ISIN:INE0PB301013,INE0PB301013,SCILAL,CERTIFIED
NSE-ISIN:INE090501011,INE090501011,SCODATUBES,CERTIFIED
NSE-ISIN:INE501Y01019,INE501Y01019,SCPL,CERTIFIED
NSE-ISIN:INE480C01012,INE480C01012,SDBL,CERTIFIED
NSE-ISIN:INE480C01020,INE480C01020,SDBL,CERTIFIED
NSE-ISIN:INE480C01038,INE480C01038,SDBL,CERTIFIED
NSE-ISIN:INE497B01018,INE497B01018,SEAMECLTD,CERTIFIED
NSE-ISIN:INE0BTM01013,INE0BTM01013,SECMARK,CERTIFIED
NSE-ISIN:INE650K01021,INE650K01021,SECURKLOUD,CERTIFIED
NSE-ISIN:INE00XB01019,INE00XB01019,SEDEMAC,CERTIFIED
NSE-ISIN:INE440T01028,INE440T01028,SEIL,CERTIFIED
NSE-ISIN:INE420C01042,INE420C01042,SEINV,CERTIFIED
NSE-ISIN:INE955I01028,INE955I01028,SEZALGLASS,CERTIFIED
NSE-ISIN:INE955I01044,INE955I01044,SEJALLTD,CERTIFIED
NSE-ISIN:INE068B01017,INE068B01017,SEKURITIND,CERTIFIED
NSE-ISIN:INE818A01017,INE818A01017,ANTELOPUS,CERTIFIED
NSE-ISIN:INE105I01012,INE105I01012,SELMCL,CERTIFIED
NSE-ISIN:INE617A01013,INE617A01013,SEMAC,CERTIFIED
NSE-ISIN:INE602W01027,INE602W01027,SENCO,CERTIFIED
NSE-ISIN:INE0RB801010,INE0RB801010,SENORES,CERTIFIED
NSE-ISIN:INE577L01016,INE577L01016,STEL,CERTIFIED
NSE-ISIN:INE964H01014,INE964H01014,SEPC,CERTIFIED
NSE-ISIN:INE735M01018,INE735M01018,SAMPANN,CERTIFIED
NSE-ISIN:INE807F01027,INE807F01027,VIYASH,CERTIFIED
NSE-ISIN:INE431L01016,INE431L01016,SERVALL,CERTIFIED
NSE-ISIN:INE782X01033,INE782X01033,SERVOTECH,CERTIFIED
NSE-ISIN:INE205A01025,INE205A01025,VEDL,CERTIFIED
NSE-ISIN:INE630A01016,INE630A01016,SESHAPAPER,CERTIFIED
NSE-ISIN:INE630A01024,INE630A01024,SESHAPAPER,CERTIFIED
NSE-ISIN:INE878E01021,INE878E01021,SETCO,CERTIFIED
NSE-ISIN:INE0M4D01010,INE0M4D01010,SETL,CERTIFIED
NSE-ISIN:INE023M01027,INE023M01027,SETUINFRA,CERTIFIED
NSE-ISIN:INE573R01012,INE573R01012,SEYAIND,CERTIFIED
NSE-ISIN:INE955I01036,INE955I01036,SEZAL,CERTIFIED
NSE-ISIN:INE955I01028,INE955I01028,SEZALGLASS,CERTIFIED
NSE-ISIN:INE202Z20011,INE202Z20011,SFHL-RE,CERTIFIED
NSE-ISIN:INE916U01025,INE916U01025,SFL,CERTIFIED
NSE-ISIN:INE618R01015,INE618R01015,SGFIN,CERTIFIED
NSE-ISIN:INE883G01018,INE883G01018,SGFL,CERTIFIED
NSE-ISIN:INE00QT01015,INE00QT01015,SGIL,CERTIFIED
NSE-ISIN:INE553K01019,INE553K01019,SGJHL,CERTIFIED
NSE-ISIN:INE353H01010,INE353H01010,SGL,CERTIFIED
NSE-ISIN:INE967B01028,INE967B01028,SGLRES,CERTIFIED
NSE-ISIN:INE0M4D01010,INE0M4D01010,SETL,CERTIFIED
NSE-ISIN:INE385F01024,INE385F01024,SGMART,CERTIFIED
NSE-ISIN:INE414Y01015,INE414Y01015,SGRL,CERTIFIED
NSE-ISIN:INE12UN01015,INE12UN01015,SHADOWFAX,CERTIFIED
NSE-ISIN:INE482J01021,INE482J01021,SHAH,CERTIFIED
NSE-ISIN:INE640C01011,INE640C01011,SHAHALLOYS,CERTIFIED
NSE-ISIN:INE151G01028,INE151G01028,SHAILY,CERTIFIED
NSE-ISIN:INE293B01029,INE293B01029,HAVISHA,CERTIFIED
NSE-ISIN:INE908D01010,INE908D01010,SHAKTIPUMP,CERTIFIED
NSE-ISIN:INE597J01018,INE597J01018,SHALBY,CERTIFIED
NSE-ISIN:INE849C01018,INE849C01018,SHALPAINTS,CERTIFIED
NSE-ISIN:INE849C01026,INE849C01026,SHALPAINTS,CERTIFIED
NSE-ISIN:INE274V01019,INE274V01019,SHANKARA,CERTIFIED
NSE-ISIN:INE1WFC01025,INE1WFC01025,SHANKESH,CERTIFIED
NSE-ISIN:INE933X01016,INE933X01016,SHANTI,CERTIFIED
NSE-ISIN:INE631A01022,INE631A01022,SHANTIGEAR,CERTIFIED
NSE-ISIN:INE06ZD01017,INE06ZD01017,SHANTIGOLD,CERTIFIED
NSE-ISIN:INE221J01015,INE221J01015,SHARDACROP,CERTIFIED
NSE-ISIN:INE597I01010,INE597I01010,SHARDAMOTR,CERTIFIED
NSE-ISIN:INE597I01028,INE597I01028,SHARDAMOTR,CERTIFIED
NSE-ISIN:INE037B01020,INE037B01020,SHARDUL,CERTIFIED
NSE-ISIN:INE932X01018,INE932X01018,SHAREINDIA,CERTIFIED
NSE-ISIN:INE932X01026,INE932X01026,SHAREINDIA,CERTIFIED
NSE-ISIN:INE028B01029,INE028B01029,SHARONBIO,CERTIFIED
NSE-ISIN:INE559D01011,INE559D01011,CREST,CERTIFIED
NSE-ISIN:INE559D01011,INE559D01011,SHARRESLTD,CERTIFIED
NSE-ISIN:INE317A01028,INE317A01028,SHASUNPHAR,CERTIFIED
NSE-ISIN:INE317A01028,INE317A01028,SHASUNPHAR,CERTIFIED
NSE-ISIN:INE402H01015,INE402H01015,SHBAJRG,CERTIFIED
NSE-ISIN:INE268L01046,INE268L01046,SHEKHAWATI,CERTIFIED
NSE-ISIN:INE363M01019,INE363M01019,SHEMAROO,CERTIFIED
NSE-ISIN:INE011D01013,INE011D01013,SHERVANI,CERTIFIED
NSE-ISIN:INE05AN01011,INE05AN01011,HINDWAREAP,CERTIFIED
NSE-ISIN:INE024F01011,INE024F01011,SHILCTECH,CERTIFIED
NSE-ISIN:INE960A01017,INE960A01017,SHILGRAVQ,CERTIFIED
NSE-ISIN:INE790G01023,INE790G01023,SHILPAMED,CERTIFIED
NSE-ISIN:INE790G01031,INE790G01031,SHILPAMED,CERTIFIED
NSE-ISIN:INE510K01019,INE510K01019,SHILPI,CERTIFIED
NSE-ISIN:INE220Z01013,INE220Z01013,SHINDL,CERTIFIED
NSE-ISIN:INE0FOO01011,INE0FOO01011,SHIPROCKET,CERTIFIED
NSE-ISIN:INE196B01016,INE196B01016,SHIRPUR-G,CERTIFIED
NSE-ISIN:INE756B01017,INE756B01017,SHIV-VANI,CERTIFIED
NSE-ISIN:INE960E01019,INE960E01019,SHIVAAGRO,CERTIFIED
NSE-ISIN:INE555C01029,INE555C01029,SHIVACEM,CERTIFIED
NSE-ISIN:INE788J01021,INE788J01021,SHIVALIK,CERTIFIED
NSE-ISIN:INE637H01016,INE637H01016,SHIVAMAUTO,CERTIFIED
NSE-ISIN:INE637H01024,INE637H01024,SHIVAMAUTO,CERTIFIED
NSE-ISIN:INE644Y01017,INE644Y01017,SHIVAMILLS,CERTIFIED
NSE-ISIN:INE705C01020,INE705C01020,SHIVATEX,CERTIFIED
NSE-ISIN:INE719F01016,INE719F01016,SHIVAUM,CERTIFIED
NSE-ISIN:INE705C01012,INE705C01012,SHIVTEX,CERTIFIED
NSE-ISIN:INE500L01026,INE500L01026,SHK,CERTIFIED
NSE-ISIN:INE851B01016,INE851B01016,SHLAKSHMI,CERTIFIED
NSE-ISIN:INE498B01024,INE498B01024,SHOPERSTOP,CERTIFIED
NSE-ISIN:INE311M01018,INE311M01018,SHRADDHA,CERTIFIED
NSE-ISIN:INE715Y01015,INE715Y01015,SHRADHA,CERTIFIED
NSE-ISIN:INE715Y01031,INE715Y01031,SHRADHA,CERTIFIED
NSE-ISIN:INE232A01011,INE232A01011,SHREDIGCEM,CERTIFIED
NSE-ISIN:INE538H01024,INE538H01024,SHREEASHTA,CERTIFIED
NSE-ISIN:INE070A01015,INE070A01015,SHREECEM,CERTIFIED
NSE-ISIN:INE1B6101010,INE1B6101010,SHREEJISPG,CERTIFIED
NSE-ISIN:INE712K01011,INE712K01011,SHREEPUSHK,CERTIFIED
NSE-ISIN:INE879A01019,INE879A01019,SHREERAMA,CERTIFIED
NSE-ISIN:INE632X01030,INE632X01030,SHRENIK,CERTIFIED
NSE-ISIN:INE633A01028,INE633A01028,SHRENUJ,CERTIFIED
NSE-ISIN:INE231C01019,INE231C01019,SHREYANIND,CERTIFIED
NSE-ISIN:INE757B01015,INE757B01015,TRANSWORLD,CERTIFIED
NSE-ISIN:INE757B01015,INE757B01015,SHREYAS,CERTIFIED
NSE-ISIN:INE997I01012,INE997I01012,SHRIKRISH,CERTIFIED
NSE-ISIN:INE886G01011,INE886G01011,FAME,CERTIFIED
NSE-ISIN:INE1B3L01017,INE1B3L01017,SHRINGARMS,CERTIFIED
NSE-ISIN:INE526E01018,INE526E01018,SHRIPISTON,CERTIFIED
NSE-ISIN:INE722A01011,INE722A01011,SHRIRAMCIT,CERTIFIED
NSE-ISIN:INE964H01014,INE964H01014,SHRIRAMEPC,CERTIFIED
NSE-ISIN:INE721A01047,INE721A01047,SHRIRAMFIN,CERTIFIED
NSE-ISIN:INE217L01019,INE217L01019,SHRIRAMPPS,CERTIFIED
NSE-ISIN:INE564J01026,INE564J01026,SHRJAGP,CERTIFIED
NSE-ISIN:INE634A01018,INE634A01018,HONDAPOWER,CERTIFIED
NSE-ISIN:INE551C01044,INE551C01044,SHUKRAPHAR,CERTIFIED
NSE-ISIN:INE979R01011,INE979R01011,SHYAMCENT,CERTIFIED
NSE-ISIN:INE810G01011,INE810G01011,SHYAMMETL,CERTIFIED
NSE-ISIN:INE635A01023,INE635A01023,SHYAMTEL,CERTIFIED
NSE-ISIN:INE176J01011,INE176J01011,SICAGEN,CERTIFIED
NSE-ISIN:INE075B01012,INE075B01012,SICAL,CERTIFIED
NSE-ISIN:INE075B01020,INE075B01020,SICALLOG,CERTIFIED
NSE-ISIN:INE843L01012,INE843L01012,SIEL,CERTIFIED
NSE-ISIN:INE003A01024,INE003A01024,SIEMENS,CERTIFIED
NSE-ISIN:INE0D0K01022,INE0D0K01022,SIGACHI,CERTIFIED
NSE-ISIN:INE529F01035,INE529F01035,SIGIND,CERTIFIED
NSE-ISIN:INE0A0S01028,INE0A0S01028,SIGMA,CERTIFIED
NSE-ISIN:INE933B01012,INE933B01012,SIGMAADV,CERTIFIED
NSE-ISIN:INE903U01023,INE903U01023,SIGNATURE,CERTIFIED
NSE-ISIN:INE529F01027,INE529F01027,SIGNET,CERTIFIED
NSE-ISIN:INE0KGZ01021,INE0KGZ01021,SIGNPOST,CERTIFIED
NSE-ISIN:INE438E01032,INE438E01032,SIKA,CERTIFIED
NSE-ISIN:INE112X01025,INE112X01025,SIKKO,CERTIFIED
NSE-ISIN:INE173A01025,INE173A01025,SIL,CERTIFIED
NSE-ISIN:INE01II01013,INE01II01013,SILGO,CERTIFIED
NSE-ISIN:INE923A01015,INE923A01015,SILINV,CERTIFIED
NSE-ISIN:INE203Y01012,INE203Y01012,CRESTO,CERTIFIED
NSE-ISIN:INE625X01026,INE625X01026,SILVERTUC,CERTIFIED
NSE-ISIN:INE748T01016,INE748T01016,SIMBHALS,CERTIFIED
NSE-ISIN:INE270C01017,INE270C01017,SIMBHSUGAR,CERTIFIED
NSE-ISIN:INE898F01018,INE898F01018,SIMPLEX,CERTIFIED
NSE-ISIN:INE059B01024,INE059B01024,SIMPLEXINF,CERTIFIED
NSE-ISIN:INE059B01024,INE059B01024,SIMPLEXINF,CERTIFIED
NSE-ISIN:INE167H01014,INE167H01014,SIMPLXREA,CERTIFIED
NSE-ISIN:INE985A01022,INE985A01022,SINCLAIR,CERTIFIED
NSE-ISIN:INE325D01025,INE325D01025,SINDHUTRAD,CERTIFIED
NSE-ISIN:INE638A01035,INE638A01035,SINGERIND,CERTIFIED
NSE-ISIN:INE129Z01016,INE129Z01016,SINTERCOM,CERTIFIED
NSE-ISIN:INE429C01035,INE429C01035,SINTEX,CERTIFIED
NSE-ISIN:INE792Z01011,INE792Z01011,SIRCA,CERTIFIED
NSE-ISIN:INE202C01010,INE202C01010,SIRPAPER,CERTIFIED
NSE-ISIN:INE285J01028,INE285J01028,SIS,CERTIFIED
NSE-ISIN:INE686I01011,INE686I01011,SITASHREE,CERTIFIED
NSE-ISIN:INE965H01011,INE965H01011,SITINET,CERTIFIED
NSE-ISIN:INE965H01011,INE965H01011,SITINET,CERTIFIED
NSE-ISIN:INE076B01010,INE076B01010,SIYSIL,CERTIFIED
NSE-ISIN:INE076B01028,INE076B01028,SIYSIL,CERTIFIED
NSE-ISIN:INE284S01014,INE284S01014,SJS,CERTIFIED
NSE-ISIN:INE002L01015,INE002L01015,SJVN,CERTIFIED
NSE-ISIN:INE640A01023,INE640A01023,SKFINDIA,CERTIFIED
NSE-ISIN:INE640A01023,INE640A01023,SKFINDIA,CERTIFIED
NSE-ISIN:INE2J8701016,INE2J8701016,SKFINDUS,CERTIFIED
NSE-ISIN:INE429F01012,INE429F01012,SKIL,CERTIFIED
NSE-ISIN:INE439E01022,INE439E01022,SKIPPER,CERTIFIED
NSE-ISIN:INE411D01015,INE411D01015,SKMEGGPROD,CERTIFIED
NSE-ISIN:INE411D01023,INE411D01023,SKMEGGPROD,CERTIFIED
NSE-ISIN:INE180K01011,INE180K01011,BHARATFIN,CERTIFIED
NSE-ISIN:INE772A01016,INE772A01016,SKUMARSYNF,CERTIFIED
NSE-ISIN:INE01IU01018,INE01IU01018,SKYGOLD,CERTIFIED
NSE-ISIN:INE0PX301025,INE0PX301025,SKYWAYS,CERTIFIED
NSE-ISIN:INE178C01020,INE178C01020,SMARTLINK,CERTIFIED
NSE-ISIN:INE0NAZ01010,INE0NAZ01010,SMARTWORKS,CERTIFIED
NSE-ISIN:INE103C01036,INE103C01036,SMCGLOBAL,CERTIFIED
NSE-ISIN:INE264A01014,INE264A01014,GSKCONS,CERTIFIED
NSE-ISIN:INE294B01019,INE294B01019,SMLMAH,CERTIFIED
NSE-ISIN:INE294B01019,INE294B01019,SMLMAH,CERTIFIED
NSE-ISIN:INE017W01010,INE017W01010,SMLT,CERTIFIED
NSE-ISIN:INE927C01020,INE927C01020,SPICEMOBI,CERTIFIED
NSE-ISIN:INE215G01021,INE215G01021,SMPL,CERTIFIED
NSE-ISIN:INE320X01016,INE320X01016,HALEOSLABS,CERTIFIED
NSE-ISIN:INE812G01017,INE812G01017,SMSPHARMA,CERTIFIED
NSE-ISIN:INE812G01025,INE812G01025,SMSPHARMA,CERTIFIED
NSE-ISIN:INE734N01019,INE734N01019,SNOWMAN,CERTIFIED
NSE-ISIN:INE671H01015,INE671H01015,SOBHA,CERTIFIED
NSE-ISIN:INE033B01011,INE033B01011,QUINTEGRA,CERTIFIED
NSE-ISIN:INE117B01012,INE117B01012,CURATECH,CERTIFIED
NSE-ISIN:INE362A01016,INE362A01016,PVP,CERTIFIED
NSE-ISIN:INE728Z01015,INE728Z01015,SOFTTECH,CERTIFIED
NSE-ISIN:INE863A01013,INE863A01013,SOFTTECHGR,CERTIFIED
NSE-ISIN:INE624Z01016,INE624Z01016,SOLARA,CERTIFIED
NSE-ISIN:INE343H01011,INE343H01011,SOLARINDS,CERTIFIED
NSE-ISIN:INE343H01029,INE343H01029,SOLARINDS,CERTIFIED
NSE-ISIN:INE0TY101024,INE0TY101024,SOLARWORLD,CERTIFIED
NSE-ISIN:INE880Y01017,INE880Y01017,SOLEX,CERTIFIED
NSE-ISIN:INE355A01028,INE355A01028,SOMANYCERA,CERTIFIED
NSE-ISIN:INE314C01013,INE314C01013,SOMATEX,CERTIFIED
NSE-ISIN:INE323J01019,INE323J01019,SOMICONVEY,CERTIFIED
NSE-ISIN:INE073K01018,INE073K01018,SONACOMS,CERTIFIED
NSE-ISIN:INE321M01017,INE321M01017,SONAL,CERTIFIED
NSE-ISIN:INE00LM01029,INE00LM01029,SONAMLTD,CERTIFIED
NSE-ISIN:INE00LM01029,INE00LM01029,SONAMLTD,CERTIFIED
NSE-ISIN:INE643A01035,INE643A01035,JTEKTINDIA,CERTIFIED
NSE-ISIN:INE269A01021,INE269A01021,SONATSOFTW,CERTIFIED
NSE-ISIN:INE126M01010,INE126M01010,YAARII,CERTIFIED
NSE-ISIN:INE034H01016,INE034H01016,SORILINFRA,CERTIFIED
NSE-ISIN:INE035D01012,INE035D01012,SOTL,CERTIFIED
NSE-ISIN:INE035D01020,INE035D01020,SOTL,CERTIFIED
NSE-ISIN:INE943B01011,INE943B01011,SOUISPAT,CERTIFIED
NSE-ISIN:INE683A01023,INE683A01023,SOUTHBANK,CERTIFIED
NSE-ISIN:INE980Y01015,INE980Y01015,SOUTHWEST,CERTIFIED
NSE-ISIN:INE212I01016,INE212I01016,SPAL,CERTIFIED
NSE-ISIN:INE360B01026,INE360B01026,SPANCO,CERTIFIED
NSE-ISIN:INE572J01011,INE572J01011,SPANDANA,CERTIFIED
NSE-ISIN:INE232I01014,INE232I01014,SPARC,CERTIFIED
NSE-ISIN:INE970N01027,INE970N01027,SPCENET,CERTIFIED
NSE-ISIN:INE247M01014,INE247M01014,SPECIALITY,CERTIFIED
NSE-ISIN:INE01EO01010,INE01EO01010,SPECTRUM,CERTIFIED
NSE-ISIN:INE020801028,INE020801028,SPENCERS,CERTIFIED
NSE-ISIN:INE376C01020,INE376C01020,SPENTEX,CERTIFIED
NSE-ISIN:INE376C01020,INE376C01020,SPENTEX,CERTIFIED
NSE-ISIN:INE737B01033,INE737B01033,ADROITINFO,CERTIFIED
NSE-ISIN:INE147A01011,INE147A01011,SPIC,CERTIFIED
NSE-ISIN:INE285B01017,INE285B01017,SPICEJET,CERTIFIED
NSE-ISIN:INE927C01020,INE927C01020,DIGISPICE,CERTIFIED
NSE-ISIN:INE927C01020,INE927C01020,SMOBILITY,CERTIFIED
NSE-ISIN:INE978G01016,INE978G01016,SPLIL,CERTIFIED
NSE-ISIN:INE355A01028,INE355A01028,SOMANYCERA,CERTIFIED
NSE-ISIN:INE663A01033,INE663A01033,SPLPETRO,CERTIFIED
NSE-ISIN:INE937A01023,INE937A01023,SPMLINFRA,CERTIFIED
NSE-ISIN:INE885H01029,INE885H01029,SPORTKING,CERTIFIED
NSE-ISIN:INE501W01021,INE501W01021,SPTL,CERTIFIED
NSE-ISIN:INE268L01012,INE268L01012,SPYL,CERTIFIED
NSE-ISIN:INE268L01020,INE268L01020,SPYL,CERTIFIED
NSE-ISIN:INE268L01046,INE268L01046,SHEKHAWATI,CERTIFIED
NSE-ISIN:INE201K01015,INE201K01015,EXPLEOSOL,CERTIFIED
NSE-ISIN:INE01NE01012,INE01NE01012,SRD,CERTIFIED
NSE-ISIN:INE099F01013,INE099F01013,SREEL,CERTIFIED
NSE-ISIN:INE872A01014,INE872A01014,SREINFRA,CERTIFIED
NSE-ISIN:INE872A01014,INE872A01014,SREINFRA,CERTIFIED
NSE-ISIN:INE647A01010,INE647A01010,SRF,CERTIFIED
NSE-ISIN:INE559N01010,INE559N01010,SRGHFL,CERTIFIED
NSE-ISIN:INE376A01032,INE376A01032,SRGINFOTEC,CERTIFIED
NSE-ISIN:INE724B01023,INE724B01023,SRHHLINDST,CERTIFIED
NSE-ISIN:INE917H01012,INE917H01012,SRHHYPOLTD,CERTIFIED
NSE-ISIN:INE421C01016,INE421C01016,TVSSRICHAK,CERTIFIED
NSE-ISIN:INE004H01019,INE004H01019,SRICHAMUND,CERTIFIED
NSE-ISIN:INE009C01019,INE009C01019,SRIKPRIND,CERTIFIED
NSE-ISIN:INE943C01027,INE943C01027,SRIPIPES,CERTIFIED
NSE-ISIN:INE0R6Z01013,INE0R6Z01013,SRM,CERTIFIED
NSE-ISIN:INE008Z01012,INE008Z01012,SRPL,CERTIFIED
NSE-ISIN:INE219H01039,INE219H01039,SRSLTD,CERTIFIED
NSE-ISIN:INE19GK01015,INE19GK01015,SRTL,CERTIFIED
NSE-ISIN:INE721A01013,INE721A01013,SRTRANSFIN,CERTIFIED
NSE-ISIN:INE721A01047,INE721A01047,SHRIRAMFIN,CERTIFIED
NSE-ISIN:INE0PQ101010,INE0PQ101010,SSDL,CERTIFIED
NSE-ISIN:INE205A01025,INE205A01025,VEDL,CERTIFIED
NSE-ISIN:INE802C01017,INE802C01017,SSWL,CERTIFIED
NSE-ISIN:INE802C01033,INE802C01033,SSWL,CERTIFIED
NSE-ISIN:INE0RYC01010,INE0RYC01010,STALLION,CERTIFIED
NSE-ISIN:INE224E01028,INE224E01028,GATECH,CERTIFIED
NSE-ISIN:INE01A001028,INE01A001028,STANLEY,CERTIFIED
