checkpoint_date,official_count,replay_count,missing_count,unexpected_count,unresolved_identity_count,symbol_alias_match_count,duplicate_identity_count,source_url,source_sha256,status,comparison_basis
2020-06-30,200,105,99,4,0,2,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJun2020.zip,970aa5d345c214482aac2c9fa7bfb6afe572396a404c64c5af1558f309bd3d94,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2020-07-31,200,106,98,4,0,2,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJul2020.zip,d2e69912c30325ef1d15ab51122cbd0d70b8469199051f23ed465b492f4c05a1,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2020-08-31,200,106,99,5,0,3,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataAug2020.zip,bbc2408d0c3eaae9a2c2421eda33cb383945cd7b7cab7e8d173365c44de88d4f,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2020-09-30,200,108,97,5,0,3,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataSep2020.zip,effeedd14ea6b036af96dbcba8587ed5d508042dc0f1ac2e20848bc4667e6ca3,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2020-10-30,200,108,97,5,0,4,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataOct2020.zip,62079b5a9c43c475f7f558453a4e27461cdf0ef06c056a521f852a4d85bde0c4,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2020-11-27,200,108,97,5,0,4,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataNov2020.zip,825559b4d535b42321a26b6e9a4d3ed7c5830804fd0805057d83c76496f0b969,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2020-12-31,200,108,97,5,0,5,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataDec2020.zip,61922f25601735aeb00d534f04de99924607cc4f51ad1cc8777f61720af3ba0c,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-01-29,200,108,97,5,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJan2021.zip,c078a1b9f76004b113af682d30fe1107e30795860d9ad3eab3ad0e3638a58a06,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-02-26,200,108,97,5,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataFeb2021.zip,779259df116672c7a1830033941bea42e5649b14098a65371d5cdfc8f926a7e2,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-03-31,200,109,96,5,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMar2021.zip,c5678dfaf5e0b0a79b329509854404f18f164da83513e2a38a69c496e90b4155,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-04-30,200,109,96,5,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2021.zip,d4fdf9f7b2853638793bb244813e2e04465176d0da4fbe12718bbe03990a4e3b,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-05-31,200,109,96,5,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMay2021.zip,eacc46b36e5c82d30d187d378d3080bfe3d6b75292ed580b4e805d6098b2de9d,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-06-30,200,110,95,5,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJun2021.zip,97db188b5f25d3a63fb30045dee4e70cb9239135310e72b04c3dc5b89c8e3e04,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-07-30,200,110,95,5,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJul2021.zip,4ae6f6a45b37f6a9cbb603d5ad040a71bb6314b6a1d6b3580a93f77281df57c7,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-08-31,200,110,95,5,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataAug2021.zip,da623588b08cdf90cfd7bd7e66d083b88a34d767cf0ebdd10b599d65ef8f7796,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-09-30,200,110,95,5,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataSep2021.zip,2ef5cba4356a50caefc3dfc1a04e38d3c753390bbb82ae1e29fb4055ddbbb8ee,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-10-29,200,111,95,6,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataOct2021.zip,b89d9206bfeadc3d613cba7bf4406607ed47a7e66a22702a1587a5a21749948b,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-11-30,200,111,95,6,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataNov2021.zip,adcfea2dc8e754f1cfb3ea4c75e89f6c762083d816bdf0409860cd054a7e9420,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2021-12-31,200,111,95,6,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataDec2021.zip,cec041b4d5d97a871c341cba260301b639b561f55056e4f2691b49bb4b43532e,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2022-01-31,200,111,96,7,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJan2022.zip,ee81d74e2590f23ecd1dbc4bbdfdb26eee43a4a28d9ca69d23b77bd8c06c6561,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2022-02-28,200,111,96,7,0,6,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataFeb2022.zip,34098fcb9a791546a4981ad3bd02563e5fd4f53278f71dc1f54619f73d5df774,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
2022-03-31,200,111,96,7,0,5,0,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMar2022.zip,44a182c845eac8ddd6864abe535d02c6ce9bdecc0adbf11a16e25133cc44b969,BLOCKED,AUTHORITATIVE_INTERVALS_WITH_PERIOD_VALID_IDENTITIES
